address,bathrooms,bedrooms,build_up_m2,contract,date_posted,district,location,lot_size_m2,parcel_type,pool,property_type,price
Gasparito 12,1.0,4.0,96.8,sale,2020-10-14 20:37:28+00:00,Noord/Tanki Leendert,Washington,790.0,leasehold,False,house,376795.0
Caya Dr. J.E.M. (Loy) Arends 1,3.0,4.0,214.0,sale,2020-10-14 20:37:25+00:00,Oranjestad West,Eagle/Paardenbaai,0.0,,True,house,948700.0
Wayaca 133,3.0,4.0,497.0,,2020-10-14 20:37:25+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,944.0,leasehold,False,,628290.0
Hooiberg 87,3.0,4.0,304.0,,2020-10-14 20:37:22+00:00,Santa Cruz,Hooiberg,1373.0,freehold,False,,792970.0
Noord 39,2.0,3.0,158.0,,2020-10-14 20:37:22+00:00,Noord/Tanki Leendert,Washington,607.0,leasehold,False,,527155.0
J.E. Irausquin Boulevard 268,2.0,2.0,0.0,sale,2020-10-14 20:37:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,94.8,,True,house,805500.0
Rooi Santo 120,2.0,3.0,0.0,sale,2020-10-14 20:37:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,716.0,freehold,False,house,785810.0
Engelandstraat 17,3.5,4.0,294.0,sale,2020-10-14 20:37:17+00:00,Oranjestad West,Eagle/Paardenbaai,1064.0,leasehold,True,house,1045360.0
Kamay 20 F,2.0,3.0,0.0,,2020-10-14 20:37:17+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,726.0,freehold,True,,697921.0
Sero Blanco 78 X,2.0,3.0,108.0,,2020-10-14 20:37:17+00:00,Oranjestad Oost,Sero Blanco/Cumana,400.0,freehold,False,,343680.0
Bushiri 66,2.0,3.0,154.7,,2020-10-14 20:37:16+00:00,Oranjestad West,Madiki Kavel,705.0,leasehold,False,,481510.0
Babijn 20 E,2.0,3.0,455.0,sale,2020-10-14 20:37:16+00:00,Paradera,Ayo,1208.0,leasehold,True,house,1154550.0
Alto Vista 53 P,2.0,3.0,197.0,sale,2020-10-14 20:37:15+00:00,Noord/Tanki Leendert,Alto Vista,652.0,leasehold,False,house,527947.97
Pos Chikito 96 E,3.0,5.0,298.0,sale,2020-10-14 14:09:36+00:00,Savaneta,Pos Chikito,709.0,,False,,402247.01
Solo 233A,2.0,2.0,75.0,,2020-10-14 08:40:00+00:00,Oranjestad Oost,Tarabana,0.0,freehold,False,,474171.0
Diamante 235,2.0,2.0,0.0,,2020-10-14 08:40:00+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,,509971.0
Pos Chikito 96-e,3.0,5.0,298.0,,2020-10-14 05:09:52+00:00,Savaneta,Pos Chikito,709.0,,False,,402247.01
Oranjestad Port/ Haven Oranjestad ,1.0,3.0,0.0,,2020-10-14 05:07:54+00:00,Oranjestad West,Eagle/Paardenbaai,641.0,,False,,354420.0
Sero Pita ,2.0,4.0,172.0,sale,2020-10-14 02:08:22+00:00,Paradera,Ayo,670.0,leasehold,False,house,383570.15
Bubali 113 K,3.0,4.0,286.0,sale,2020-10-13 02:09:55+00:00,Noord/Tanki Leendert,Washington,974.0,freehold,True,,1072210.0
Tarabanaweg 15,4.0,6.0,253.0,sale,2020-10-12 21:10:02+00:00,Oranjestad Oost,Dakota/Potrero,1034.0,leasehold,False,house,239860.0
Rooi Kochi 42 C,3.0,7.0,0.0,sale,2020-10-12 14:05:53+00:00,Savaneta,Cura Cabai,641.0,,False,commercial,1058785.0
Mahuma 9 B,1.0,2.0,94.0,sale,2020-10-12 11:45:09+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,450.0,freehold,False,,224464.21
Palm Beach 12,2.0,1.0,60.0,sale,2020-10-12 11:45:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,139.0,freehold,False,,286221.0
San Fuego ,0.0,0.0,0.0,,2020-10-12 11:45:09+00:00,Santa Cruz,Urataca,855.0,,False,,306090.0
Noord ,1.0,1.0,34.0,,2020-10-12 11:45:08+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,False,,355852.0
Noord 44Z,1.0,1.0,8.0,,2020-10-12 11:45:08+00:00,Noord/Tanki Leendert,Washington,8.0,,False,,340100.0
Ponton 20C,3.5,4.0,186.0,,2020-10-12 11:45:07+00:00,Oranjestad West,Ponton,514.0,freehold,False,,588910.0
Diamante 41,2.5,2.0,102.0,,2020-10-12 11:45:07+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,200.0,freehold,False,,479720.0
Diamante 173,2.0,2.0,75.0,,2020-10-12 11:45:07+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,,483278.52
Weststraat 10,1.0,2.0,75.0,sale,2020-10-12 11:45:07+00:00,Oranjestad West,Socotoro/Rancho,0.0,,False,,515188.85000000003
Noord ,2.0,2.0,74.0,sale,2020-10-12 11:45:07+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,False,,534852.0
J.E. Irausquin Boulevard 252,1.0,2.0,76.0,,2020-10-12 11:45:07+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,468622.0
Ponton 34 M,4.0,6.0,120.0,sale,2020-10-12 11:45:07+00:00,Oranjestad West,Ponton,750.0,freehold,False,,427788.52
Noord ,1.0,1.0,60.0,sale,2020-10-12 11:45:07+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,False,,438550.0
Vader Piet 7,2.0,2.0,0.0,,2020-10-12 11:45:07+00:00,San Nicolas Noord,San Nicolas Noord overig,0.0,freehold,False,,509971.0
Noord ,2.0,3.0,200.0,sale,2020-10-12 11:45:05+00:00,Noord/Tanki Leendert,Washington,468.0,,False,,590499.52
Noord 96,0.0,0.0,8488.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Washington,8488.0,freehold,False,,2237478.52
Diamante 157,3.0,3.0,16.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,36.0,freehold,False,,1127700.0
Caya di Biento 2,4.0,4.0,400.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,711.0,,False,,2147998.21
Noord 54J,3.0,5.0,217.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Washington,629.0,leasehold,False,,689146.42
Boroncana 3 B,4.0,5.0,365.0,sale,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Alto Vista,759.0,,False,,855620.0
J.E. Irausquin Boulevard 268,2.0,2.0,105.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,625605.0
Kamerlingh Onnesstraat 44 B,25.0,1.0,1216.0,,2020-10-12 11:45:04+00:00,Oranjestad West,Companashi/Solito,0.0,,False,,2772710.0
J.E. Irausquin Boulevard 91,1.0,1.0,0.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,748218.21
J.E. Irausquin Boulevard 232 B,2.0,2.0,0.0,,2020-10-12 11:45:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,635450.0
Santa Cruz ,0.0,0.0,34000.0,sale,2020-10-12 11:45:03+00:00,Santa Cruz,Papilon,36787.0,freehold,False,,1507158.52
Jucuri 87,2.0,3.0,0.0,sale,2020-10-11 22:06:02+00:00,Santa Cruz,Papilon,188.0,,False,house,384850.0
Pitastraat 9 A,8.0,11.0,0.0,sale,2020-10-11 21:05:55+00:00,Oranjestad West,Ponton,456.0,freehold,False,apartment,1011350.0
Palm Beach ,1.0,1.0,0.0,,2020-10-11 19:05:59+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,79.0,,True,,349050.0
J.E. Irausquin Boulevard 234,2.0,2.0,81.0,sale,2020-10-11 17:50:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,,671250.0
Sero Colorado z/n,2.0,2.0,135.0,sale,2020-10-11 17:50:44+00:00,San Nicolas Zuid,Sero Colorado,0.0,,False,,716000.0
L.G Smith Boulevard 60,2.0,2.0,135.0,sale,2020-10-11 17:50:43+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,121.0,,False,,895000.0
L.G Smith Boulevard 40,2.0,2.0,113.0,sale,2020-10-11 17:50:43+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,162.0,,False,,1240470.0
Savaneta 182 H,3.0,3.0,160.0,sale,2020-10-11 17:50:43+00:00,Savaneta,Jara/Sero Alejandro,607.0,,True,house,1020300.0
Monte Verde 51,2.0,3.0,90.0,sale,2020-10-11 17:17:38+00:00,Santa Cruz,Hooiberg,439.0,freehold,False,,286400.0
L.G Smith Boulevard 82,3.0,4.0,0.0,sale,2020-10-11 17:15:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,500.0,,False,,348897.85000000003
J.E. Irausquin Boulevard 252,1.0,1.0,62.0,sale,2020-10-11 17:14:44+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,468622.0
Calbas ,2.0,3.0,0.0,sale,2020-10-11 17:13:16+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,445710.0
Caya Mesa Bista 68,2.0,3.0,0.0,,2020-10-09 18:06:46+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,850.0,,True,,1251210.0
Caya Mesa Bista 68,2.0,3.0,0.0,,2020-10-09 16:05:30+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,9021.0,,True,,1251210.0
Bucurui 33 A,3.0,6.0,400.0,sale,2020-10-09 13:05:39+00:00,Noord/Tanki Leendert,Alto Vista,837.0,,True,house,1494650.0
Boroncana 207,2.0,3.0,245.0,sale,2020-10-09 04:09:49+00:00,Noord/Tanki Leendert,Alto Vista,556.0,freehold,False,,551320.0
Sabana Liber 253,3.0,4.0,264.0,sale,2020-10-08 17:05:39+00:00,Noord/Tanki Leendert,Alto Vista,1125.0,,True,house,982710.0
Kamay 3 C,3.0,4.0,188.0,sale,2020-10-07 20:05:38+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,488.0,,False,house,451522.13
Ruby 72,3.0,4.0,217.0,sale,2020-10-07 17:09:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,837.0,leasehold,False,,832350.0
Diamante 149,2.0,3.0,0.0,sale,2020-10-07 08:08:14+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,984500.0
Washington ,2.0,3.0,101.0,sale,2020-10-06 19:07:20+00:00,Noord/Tanki Leendert,Washington,378.0,freehold,False,house,332428.06
Fortheuvelstraat 50,3.0,3.0,253.0,sale,2020-10-05 15:09:40+00:00,San Nicolas Zuid,Lago/Esso Heights,895.0,,False,,251405.5
Uruguaystraat 1,2.0,4.0,360.0,sale,2020-10-05 13:05:19+00:00,Oranjestad West,Socotoro/Rancho,510.0,,False,,483300.0
J.E. Irausquin Boulevard 244,2.5,2.0,0.0,sale,2020-10-03 14:05:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,115.0,,True,condominium,1125910.0
J.E. Irausquin Boulevard ,2.5,2.0,0.0,,2020-10-03 13:06:01+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,,1163482.1
Sero Blanco ,2.0,3.0,0.0,sale,2020-10-02 15:17:07+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,,False,house,358000.0
Spechtstraat 6,4.0,5.0,46.7,sale,2020-10-02 15:17:07+00:00,Oranjestad West,Paradijswijk/Santa Helena,467.0,freehold,False,house,402247.01
Westpunt z/n,2.0,3.0,126.0,sale,2020-10-02 15:17:07+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,302.0,freehold,False,house,397218.9
Sero Blanco ,2.0,3.0,10.4,sale,2020-10-02 15:17:07+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,,False,house,402750.0
Arendstraat ,0.0,0.0,412.0,sale,2020-10-02 13:59:49+00:00,Oranjestad West,Socotoro/Rancho,1535.0,leasehold,False,commercial,1534284.18
Moco 56 A,1.0,3.0,220.0,sale,2020-10-02 13:59:40+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,704.0,leasehold,False,,356210.0
Chilestraat 10,3.0,6.0,164.0,sale,2020-10-02 13:59:24+00:00,Oranjestad West,Socotoro/Rancho,325.0,,False,house,350961.72000000003
Nuña 7 N,2.0,3.0,264.0,sale,2020-10-02 13:59:24+00:00,Paradera,Shiribana,617.0,,False,house,387162.68
Montaña  ,2.0,3.0,147.0,sale,2020-10-02 13:59:18+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,140.0,,False,,621130.0
Moco 123,4.0,5.0,346.0,,2020-10-02 13:59:09+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,973.0,freehold,False,,693877.39
Diamante 144,3.0,4.0,250.0,sale,2020-10-02 13:59:06+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,450.0,,False,,1700500.0
Pitastraat 102,0.0,0.0,0.0,sale,2020-10-02 13:59:04+00:00,Oranjestad West,Ponton,835.0,,False,house,197327.81
Moco 58,4.0,5.0,308.0,sale,2020-10-02 13:59:03+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,758.0,freehold,True,,879915.67
Caya di Solo 1,3.0,4.0,205.0,sale,2020-10-02 13:58:59+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,662.0,,True,,1521500.0
L.G Smith Boulevard 472,0.0,0.0,0.0,sale,2020-10-02 13:58:54+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1070.0,,False,house,1340710.0
Kamay 20 F,3.0,3.0,175.0,sale,2020-10-02 13:58:50+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,358.0,freehold,False,,626500.0
Montaña 57 A,3.0,3.0,218.0,sale,2020-10-02 13:58:49+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,421.0,freehold,True,,1141125.0
Montaña 131,3.0,3.0,218.0,sale,2020-10-02 13:58:49+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,470.0,freehold,True,,1410520.0
Montaña 131,3.0,3.0,227.0,sale,2020-10-02 13:58:48+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,486.0,freehold,True,,1190350.0
Montaña  ,3.0,4.0,283.0,sale,2020-10-02 13:58:40+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,588.0,freehold,True,,1458850.0
Kamay 20 F,3.0,3.0,0.0,sale,2020-10-02 13:58:38+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,250600.0
Rooi Kochi z/n,3.0,2.0,229.0,sale,2020-10-02 13:58:37+00:00,Savaneta,Cura Cabai,708.0,leasehold,False,,191068.18
Montaña 57 A,3.0,4.0,283.0,sale,2020-10-02 13:58:37+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,646.0,freehold,True,,1693340.0
Bakval 3 M,3.0,4.0,273.0,sale,2020-10-02 13:58:36+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,586.0,,True,,1543875.0
L.G Smith Boulevard 145,5.0,5.0,200.0,sale,2020-10-02 13:58:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,570.0,leasehold,True,,1655750.0
L.G Smith Boulevard 129,10.0,11.0,1160.0,sale,2020-10-02 13:58:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1260.0,,False,,5191000.0
L.G Smith Boulevard 160,0.0,0.0,0.0,sale,2020-10-02 13:58:16+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,apartment,11463160.0
Jucuri 98,2.5,3.0,264.0,sale,2020-10-02 13:58:15+00:00,Santa Cruz,Papilon,755.0,leasehold,True,house,613427.63
Fortheuvelstraat 36 A,2.0,3.0,220.0,sale,2020-10-02 13:58:08+00:00,San Nicolas Zuid,Lago/Esso Heights,660.0,leasehold,False,,591609.3200000001
Sero Blanco 373,2.0,3.0,212.0,sale,2020-10-02 13:58:06+00:00,Oranjestad Oost,Sero Blanco/Cumana,545.0,,False,,372078.35000000003
Sabana Basora Noord 148,1.0,2.0,83.0,sale,2020-10-02 13:58:06+00:00,Savaneta,Pos Chikito,176.0,,False,,163829.75
Boroncana 227,2.0,4.0,195.0,sale,2020-10-02 13:58:05+00:00,Noord/Tanki Leendert,Alto Vista,697.0,freehold,False,,702925.84
Alto Vista z/n,3.0,4.0,234.0,sale,2020-10-02 13:58:01+00:00,Noord/Tanki Leendert,Alto Vista,611.0,freehold,True,,703931.8200000001
Jaburibari 32 E,2.0,4.0,154.0,sale,2020-10-02 13:58:01+00:00,Paradera,Ayo,983.0,,False,,367050.24
L.G Smith Boulevard 82,1.0,3.0,0.0,sale,2020-10-02 13:58:00+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,429802.27
Palm Beach 236,7.0,11.0,0.0,sale,2020-10-02 13:58:00+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,1206741.03
Casibari 81,2.0,3.0,159.0,sale,2020-10-02 13:58:00+00:00,Paradera,Paradera,569.0,freehold,False,,401241.03
Alto Vista 185,2.0,3.0,0.0,sale,2020-10-02 13:57:59+00:00,Noord/Tanki Leendert,Alto Vista,0.0,freehold,True,,438550.0
L.G Smith Boulevard 82,3.0,4.0,0.0,,2020-10-02 13:57:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,500.0,,False,,348897.85000000003
Tanki Leendert 123 K,3.0,3.0,146.0,sale,2020-10-02 13:57:58+00:00,Noord/Tanki Leendert,Tanki Leendert,404.0,freehold,False,,417333.13
De Vuyst 76,2.0,3.0,85.4,sale,2020-10-02 13:57:30+00:00,San Nicolas Noord,Juwana Morto,214.0,leasehold,False,,155869.62
Nijhoffstraat 52,1.0,3.0,158.0,sale,2020-10-02 13:57:30+00:00,San Nicolas Noord,Kustbatterij,407.0,,False,,211178.83000000002
Pos Chikito 271 F,2.0,3.0,109.0,sale,2020-10-02 13:57:30+00:00,Savaneta,Pos Chikito,416.0,leasehold,False,house,281069.38
Hooiberg 29,4.0,4.0,320.0,sale,2020-10-02 13:57:15+00:00,Santa Cruz,Hooiberg,1097.0,,False,house,693875.6
Rooi Santo 12 D,1.0,2.0,80.0,sale,2020-10-02 13:57:13+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,80.0,,True,condominium,420650.0
Bucurui 33 F,3.0,4.0,437.0,sale,2020-10-02 13:57:12+00:00,Noord/Tanki Leendert,Alto Vista,1722.0,leasehold,True,house,1109800.0
J.E. Irausquin Boulevard 268,2.0,2.0,95.0,,2020-10-02 13:57:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,95.0,,True,,841300.0
J.E. Irausquin Boulevard 232 B,2.0,2.0,136.0,sale,2020-10-02 13:57:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,712420.0
Bucurui 43 G,2.0,2.0,95.0,sale,2020-10-02 13:57:08+00:00,Noord/Tanki Leendert,Alto Vista,95.0,,False,condominium,465391.05
Montaña  ,2.0,3.0,150.0,sale,2020-10-02 13:57:08+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,150.0,freehold,False,house,621130.0
Bucurui 43 G,2.0,3.0,106.0,sale,2020-10-02 13:57:07+00:00,Noord/Tanki Leendert,Alto Vista,108.0,,True,condominium,660510.0
Montaña  ,2.0,2.0,107.0,sale,2020-10-02 13:57:03+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,242.0,freehold,False,house,642610.0
Bakval 18 A,3.0,4.0,250.0,sale,2020-10-02 13:57:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,738.0,leasehold,True,,791180.0
Caya Dr. J.E.M. (Loy) Arends 1,2.0,2.0,114.0,sale,2020-10-02 13:57:02+00:00,Oranjestad West,Eagle/Paardenbaai,0.0,,True,house,644400.0
Bubali ,2.0,2.0,0.0,sale,2020-10-02 13:57:01+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,563850.0
Wayaca 373,3.0,3.0,235.0,sale,2020-10-02 13:56:55+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,738.0,freehold,True,house,452528.11
Diamante 132,2.0,2.0,100.0,sale,2020-10-02 13:56:52+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,160.0,,True,condominium,499410.0
Sero Patrishi 4,0.0,0.0,0.0,sale,2020-10-02 13:56:50+00:00,Paradera,Shiribana,369.0,freehold,False,land,83490.97
Palma Real 40,2.0,2.0,131.0,sale,2020-10-02 13:56:50+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,134.0,,True,condominium,893210.0
J.E. Irausquin Boulevard 260,3.0,3.0,150.0,sale,2020-10-02 13:56:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,150.0,,True,condominium,1879500.0
L.G Smith Boulevard 382 P,3.0,3.0,160.0,sale,2020-10-02 13:56:45+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,176.0,,False,condominium,868150.0
J.E. Irausquin Boulevard 228,2.0,2.0,140.0,sale,2020-10-02 13:56:44+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1370424.0
Palm Beach 186 D,0.0,0.0,0.0,,2020-10-02 13:56:44+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1700.0,freehold,False,,895000.0
J.E. Irausquin Boulevard 238,3.0,2.0,150.0,sale,2020-10-02 13:56:41+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1287010.0
J.E. Irausquin Boulevard  ,2.0,2.0,116.0,sale,2020-10-02 13:56:40+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,,714210.0
San Fuego 48 B,0.0,0.0,0.0,sale,2020-10-02 13:56:39+00:00,Santa Cruz,Urataca,965.0,freehold,False,,194084.33000000002
Tarabanaweg 5,1.0,2.0,203.0,sale,2020-10-02 13:56:38+00:00,Oranjestad Oost,Dakota/Potrero,503.0,leasehold,False,,253415.67
Rooi Kochi 10 G,1.5,4.0,208.0,sale,2020-10-02 13:56:37+00:00,Savaneta,Cura Cabai,986.0,freehold,False,,572800.0
Cumana 78 L,2.0,2.0,150.0,sale,2020-10-02 13:56:36+00:00,Oranjestad Oost,Sero Blanco/Cumana,624.0,freehold,True,,653650.72
Apelsinastraat 6,1.0,3.0,268.0,sale,2020-10-02 13:56:35+00:00,Oranjestad Oost,Tarabana,650.0,leasehold,False,,628510.17
Mahuma 26 C,0.0,0.0,0.0,sale,2020-10-02 13:56:34+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,3500.0,freehold,False,,701921.65
Tanki Leendert 123 B,2.0,3.0,131.0,sale,2020-10-02 13:56:34+00:00,Noord/Tanki Leendert,Tanki Leendert,327.0,,False,house,401241.03
Fuerte 22,3.0,3.0,135.0,sale,2020-10-02 13:56:33+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,264.0,freehold,False,,402247.01
Tarabanaweg 15,1.0,3.0,253.0,sale,2020-10-02 13:56:30+00:00,Oranjestad Oost,Dakota/Potrero,649.0,leasehold,False,,293640.55
Weststraat 2,1.0,0.0,37.0,sale,2020-10-02 13:56:29+00:00,Oranjestad West,Socotoro/Rancho,0.0,,True,condominium,322200.0
L.G Smith Boulevard 382 P,3.0,3.0,176.0,sale,2020-10-02 13:56:28+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,850250.0
De Vuyst 141,2.0,4.0,233.0,sale,2020-10-02 13:56:28+00:00,San Nicolas Noord,Juwana Morto,640.0,leasehold,False,,302187.8
Kustbatterij 17,1.0,3.0,158.0,sale,2020-10-02 13:56:27+00:00,San Nicolas Noord,Kustbatterij,567.0,leasehold,False,,362022.13
Caya Frere Eduardo 9 A,5.0,5.0,290.0,sale,2020-10-02 13:56:26+00:00,Oranjestad West,Paradijswijk/Santa Helena,761.0,leasehold,False,,360010.17
Buena Vista 7 D,1.0,2.0,0.0,sale,2020-10-02 13:56:25+00:00,Oranjestad Oost,Simeon Antonio,800.0,freehold,False,,240341.51
Papilon 29,0.0,0.0,0.0,sale,2020-10-02 13:56:24+00:00,Santa Cruz,Papilon,31047.0,freehold,False,,2514044.2600000002
Tanki Leendert 283 A,6.0,6.0,312.0,sale,2020-10-02 13:56:23+00:00,Noord/Tanki Leendert,Tanki Leendert,808.0,leasehold,False,,477668.66000000003
Palo Di Bonchistraat 3,2.0,1.0,315.0,sale,2020-10-02 13:56:22+00:00,Oranjestad West,Companashi/Solito,863.0,leasehold,False,,804393.78
J.E. Irausquin Boulevard 260,3.0,3.0,152.0,sale,2020-10-02 13:56:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1421242.1
L.G Smith Boulevard 382 P,3.0,3.0,160.0,sale,2020-10-02 13:56:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,868150.0
Luxemburgstraat 12,0.0,0.0,0.0,sale,2020-10-02 13:56:21+00:00,Oranjestad West,Eagle/Paardenbaai,12222.0,,False,land,1598935.4000000001
Sero Lopes 3 A,2.5,3.0,312.0,sale,2020-10-02 13:56:19+00:00,Paradera,Ayo,747.0,leasehold,False,,841300.0
Maria Maai 26 A,0.0,0.0,0.0,sale,2020-10-02 13:56:19+00:00,Santa Cruz,Macuarima,23200.0,freehold,False,,1166516.15
Paradera 36 U,0.0,0.0,0.0,sale,2020-10-02 13:56:18+00:00,Paradera,Paradera,691.0,freehold,False,,155869.62
Barcadera 155,1.0,0.0,424.0,sale,2020-10-02 13:56:18+00:00,Santa Cruz,Balashi/Barcadera,2400.0,leasehold,False,,603369.62
Matadera 3 J,2.0,4.0,290.0,sale,2020-10-02 13:56:16+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,642.0,freehold,False,,593313.4
Sombre 22 D,0.0,0.0,0.0,sale,2020-10-02 13:56:15+00:00,Santa Cruz,Urataca,10000.0,freehold,False,,653650.72
Cura Cabai 91,0.0,0.0,0.0,sale,2020-10-02 13:56:13+00:00,Savaneta,Cura Cabai,140.0,leasehold,False,,175982.06
Ruby 41,4.5,3.0,320.0,sale,2020-10-02 13:56:12+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,591.0,leasehold,True,,754212.92
Tanki Leendert 136 I,2.0,2.0,113.0,sale,2020-10-02 13:56:11+00:00,Noord/Tanki Leendert,Tanki Leendert,230.0,freehold,False,,322200.0
Cudi 36 a,2.0,3.0,140.0,sale,2020-10-02 13:56:10+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,195.0,freehold,True,,438550.0
Purun 104,0.0,0.0,0.0,sale,2020-10-02 13:56:06+00:00,Paradera,Shiribana,336.0,freehold,False,,93522.13
J.E. Irausquin Boulevard 266,6.0,5.0,330.0,sale,2020-10-02 13:56:06+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,3078800.0
Sero Biento 24 C,0.0,0.0,0.0,sale,2020-10-02 13:56:05+00:00,Santa Cruz,Hooiberg,23010.0,freehold,False,,1735444.3800000001
Cudi 57,0.0,0.0,0.0,sale,2020-10-02 13:56:05+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,225.0,freehold,False,,98450.0
Pagaistraat 5,9.0,6.0,400.0,sale,2020-10-02 13:56:05+00:00,Oranjestad West,Madiki/Rancho,324.0,leasehold,False,,698903.71
Weg Sero Blanco 7 F,2.5,2.0,290.0,sale,2020-10-02 13:56:04+00:00,San Nicolas Noord,Rooi Congo,951.0,leasehold,True,,553088.52
Pos Abou 14,5.0,5.0,216.0,sale,2020-10-02 13:56:04+00:00,Oranjestad West,Pos Abou/Cunucu Abou,1028.0,freehold,False,,703931.8200000001
Roncado 8,9.0,6.0,609.0,sale,2020-10-02 13:56:04+00:00,Paradera,Paradera,1171.0,freehold,False,,1206741.03
