address,bathrooms,bedrooms,build_up_m2,contract,date_posted,district,location,lot_size_m2,parcel_type,pool,property_type,price
Saliña Cerca 23 K,3.5,4.0,488.0,sale,2020-10-02 13:56:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1294.0,leasehold,False,,1521500.0
Caya G.F. Betico Croes 107,0.0,0.0,289.0,sale,2020-10-02 13:56:03+00:00,Oranjestad Oost,Nassaustraat,487.0,freehold,False,,701919.86
Ruby 80,2.0,3.0,282.0,sale,2020-10-02 13:56:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,541.0,leasehold,False,,891420.0
Saliña Cerca 7 R,1.0,1.0,0.0,sale,2020-10-02 13:56:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,60.0,freehold,False,house,261340.0
Saliña Cerca 7 R,1.0,1.0,0.0,sale,2020-10-02 13:55:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1191.0,freehold,False,house,377690.0
Saliña 18 B,2.0,3.0,0.0,sale,2020-10-02 13:55:58+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,719.0,freehold,False,house,635450.0
Jaburibari 6,3.0,4.0,356.0,sale,2020-10-02 13:55:51+00:00,Paradera,Ayo,1993.0,freehold,False,,1208250.0
Pavilla 245,2.0,3.0,100.0,sale,2020-10-02 13:55:51+00:00,Paradera,Piedra Plat,367.0,,False,,465400.0
Monte Verde 103,2.0,3.0,443.0,sale,2020-10-02 13:55:51+00:00,Santa Cruz,Hooiberg,124.0,freehold,False,,485856.12
Diamante 252,2.5,3.0,200.0,sale,2020-10-02 13:55:49+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,1217200.0
Monte Verde 111,1.0,2.0,80.0,sale,2020-10-02 13:55:48+00:00,Santa Cruz,Hooiberg,391.0,freehold,False,,260828.06
Savaneta 223 A,2.0,4.0,285.0,sale,2020-10-02 13:55:48+00:00,Savaneta,Jara/Sero Alejandro,523.0,freehold,False,,235256.12
Pavilla 229,2.0,4.0,121.0,sale,2020-10-02 13:55:45+00:00,Paradera,Piedra Plat,385.0,,False,,496084.18
Mozartstraat 1,4.0,4.0,246.0,sale,2020-10-02 13:55:45+00:00,Oranjestad Oost,Klip/Mon Plaisir,434.0,freehold,False,,613714.03
Rooi Afo 59 A,4.0,4.0,360.0,sale,2020-10-02 13:55:42+00:00,Paradera,Shiribana,1125.0,freehold,False,,919859.52
Kolibristraat 10,3.0,3.0,308.0,sale,2020-10-02 13:55:42+00:00,Oranjestad Oost,Simeon Antonio,1043.0,freehold,False,,537000.0
Pos Chikito 36 J,2.0,4.0,148.0,sale,2020-10-02 13:55:42+00:00,Savaneta,Pos Chikito,0.0,leasehold,False,,409142.09
Macubaristraat 14,2.0,3.0,125.0,sale,2020-10-02 13:55:42+00:00,Oranjestad Oost,Tarabana,361.0,leasehold,False,,179000.0
Papilon 81,2.0,6.0,286.0,sale,2020-10-02 13:55:42+00:00,Santa Cruz,Papilon,393.0,,False,,273470.83
Barba Di Yoncumanstraat 7,2.0,3.0,279.0,sale,2020-10-02 13:55:42+00:00,Oranjestad West,Companashi/Solito,624.0,,True,,644400.0
Siribana 20 Q,3.0,3.0,138.0,sale,2020-10-02 13:55:42+00:00,Santa Cruz,Cashero,761.0,freehold,True,,554900.0
Jaburibari 14 F,4.0,4.0,268.0,sale,2020-10-02 13:55:42+00:00,Paradera,Ayo,783.0,freehold,False,,831474.6900000001
Morgenster 43 I,2.0,3.0,282.0,sale,2020-10-02 13:55:42+00:00,Santa Cruz,Hooiberg,949.0,freehold,False,,472359.52
Lucianitastraat 6,2.0,3.0,177.0,sale,2020-10-02 13:55:42+00:00,Oranjestad West,Paradijswijk/Santa Helena,0.0,,False,,606801.05
J.E. Irausquin Boulevard 242,3.0,3.0,0.0,sale,2020-10-02 13:55:35+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,168.0,,True,condominium,1342500.0
J.E. Irausquin Boulevard 242,3.0,3.0,0.0,sale,2020-10-02 13:55:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1261950.0
J.E. Irausquin Boulevard 238,2.0,2.0,0.0,sale,2020-10-02 13:55:33+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1199300.0
J.E. Irausquin Boulevard 268,3.0,3.0,0.0,sale,2020-10-02 13:55:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,1163500.0
J.E. Irausquin Boulevard 240,2.0,2.0,0.0,sale,2020-10-02 13:55:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,140.0,,True,house,1199300.0
Spaans Lagoenweg 30,2.0,4.0,200.0,sale,2020-10-02 13:55:31+00:00,Savaneta,Pos Chikito,700.0,,False,house,1611000.0
Chuchubistraat 25,3.0,3.0,287.0,sale,2020-10-02 13:55:30+00:00,Oranjestad Oost,Simeon Antonio,1621.0,freehold,True,house,683780.0
Diamante ,2.0,3.0,0.0,sale,2020-10-02 13:55:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,957650.0
Topaz ,3.0,3.0,0.0,sale,2020-10-02 13:55:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,871730.0
Diamante 2,3.0,2.0,0.0,sale,2020-10-02 13:55:24+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,805500.0
Diamante ,3.0,2.0,0.0,sale,2020-10-02 13:55:24+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,805500.0
Westpunt 1,0.0,0.0,0.0,sale,2020-10-02 13:55:23+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,land,694878.0
Malmokweg 22 L,3.0,3.0,0.0,sale,2020-10-02 13:55:23+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,859200.0
J.E. Irausquin Boulevard 242,2.0,1.0,0.0,sale,2020-10-02 13:55:23+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,92.0,,True,house,984500.0
Papilon 60 G,3.0,6.0,432.0,sale,2020-10-02 13:55:22+00:00,Santa Cruz,Papilon,948.0,freehold,True,house,590700.0
Bucurui ,3.0,4.0,0.0,sale,2020-10-02 13:55:20+00:00,Noord/Tanki Leendert,Alto Vista,0.0,freehold,False,house,477035.0
Blumond ,2.0,3.0,166.3,sale,2020-10-02 13:55:20+00:00,Paradera,Paradera,0.0,,False,house,447500.0
Paramira ,2.0,3.0,0.0,sale,2020-10-02 13:55:20+00:00,Oranjestad West,Companashi/Solito,0.0,freehold,False,house,260828.06
Santa Cruz ,1.0,3.0,0.0,sale,2020-10-02 13:55:20+00:00,Santa Cruz,Papilon,1886.0,freehold,True,house,411700.0
Hooiberg 2,2.0,3.0,200.0,sale,2020-10-02 13:55:20+00:00,Santa Cruz,Hooiberg,501.0,leasehold,False,house,397380.0
Diamante ,3.0,2.0,0.0,sale,2020-10-02 13:55:20+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,68.0,,True,house,483300.0
Buena Vista ,2.0,3.0,138.0,,2020-10-02 13:55:20+00:00,Oranjestad Oost,Simeon Antonio,347.0,freehold,True,,427810.0
Zeewijk ,0.0,0.0,0.0,sale,2020-10-02 13:55:19+00:00,San Nicolas Zuid,Zeewijk,0.0,freehold,False,land,89410.5
Ponton ,0.0,0.0,0.0,sale,2020-10-02 13:55:19+00:00,Oranjestad West,Ponton,600.0,freehold,False,land,203881.0
Montaña 131,2.0,3.0,0.0,sale,2020-10-02 13:55:18+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,147.0,,False,house,617550.0
Cudi 40,2.0,3.0,0.0,sale,2020-10-02 13:55:17+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,200.0,,False,house,590700.0
Cudi 40,2.0,3.0,0.0,sale,2020-10-02 13:55:17+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,200.0,,False,house,590700.0
Coribori 8 C,1.0,0.0,0.0,sale,2020-10-02 13:55:16+00:00,Paradera,Ayo,0.0,leasehold,False,house,1106220.0
San Fuego 17 A,2.0,3.0,177.0,sale,2020-10-02 13:55:16+00:00,Santa Cruz,Urataca,815.0,freehold,False,house,291514.03
Bucurui 43 C,2.0,3.0,0.0,sale,2020-10-02 13:55:15+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,501200.0
Bucurui 7 A,2.0,2.0,0.0,sale,2020-10-02 13:55:15+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,465400.0
Ruby 30,3.0,3.0,223.0,sale,2020-10-02 13:55:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,538.0,leasehold,True,house,805500.0
Janana 21,2.0,3.0,0.0,sale,2020-10-02 13:55:11+00:00,Oranjestad Oost,Sero Blanco/Cumana,551.0,,False,house,354420.0
Bubali 5 V,0.0,0.0,0.0,sale,2020-10-02 13:55:11+00:00,Noord/Tanki Leendert,Washington,358.0,freehold,False,land,160205.0
Bubali 5 V,0.0,0.0,0.0,sale,2020-10-02 13:55:11+00:00,Noord/Tanki Leendert,Washington,335.0,freehold,False,land,149465.0
Noord 100 H,2.0,2.0,0.0,sale,2020-10-02 13:55:10+00:00,Noord/Tanki Leendert,Washington,114.0,,False,house,205850.0
Sero Patrishi 34 V,2.0,3.0,0.0,sale,2020-10-02 13:55:10+00:00,Paradera,Shiribana,286.0,,False,house,247020.0
Noord 100 X,2.0,2.0,0.0,sale,2020-10-02 13:55:10+00:00,Noord/Tanki Leendert,Washington,114.0,,False,house,161100.0
Palm Beach 356,2.0,3.0,220.0,sale,2020-10-02 13:55:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,630.0,leasehold,False,house,716000.0
Sero Biento 27 A,3.0,4.0,341.76,sale,2020-10-02 13:55:09+00:00,Santa Cruz,Hooiberg,599.0,leasehold,False,house,460285.97000000003
Saliña 1,3.0,3.0,245.0,sale,2020-10-02 13:55:08+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,843.0,leasehold,True,house,895000.0
Caya di Sero ,5.0,4.0,554.0,sale,2020-10-02 13:55:05+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1326.0,,True,,3392050.0
Noord ,2.0,2.0,0.0,sale,2020-10-02 13:55:00+00:00,Noord/Tanki Leendert,Washington,515.0,freehold,False,house,527949.76
Noord ,3.0,4.0,0.0,sale,2020-10-02 13:55:00+00:00,Noord/Tanki Leendert,Washington,910.0,freehold,False,house,729072.37
Rooi Taki 3,2.0,3.0,0.0,sale,2020-10-02 13:54:59+00:00,Savaneta,Pos Chikito,0.0,freehold,False,house,452528.11
Cadushi Largo z/n,3.0,4.0,0.0,sale,2020-10-02 13:54:58+00:00,Santa Cruz,Cashero,0.0,,False,house,716000.0
J.E. Irausquin Boulevard 246,2.0,2.0,0.0,sale,2020-10-02 13:54:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1288800.0
Cadushi Largo z/n,2.0,3.0,0.0,sale,2020-10-02 13:54:57+00:00,Santa Cruz,Cashero,0.0,,False,house,476140.0
Opal 223,0.0,4.0,0.0,sale,2020-10-02 13:54:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,803710.0
J.E. Irausquin Boulevard 244,2.0,2.0,0.0,sale,2020-10-02 13:54:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,1011350.0
Cadushi Largo z/n,2.5,3.0,0.0,sale,2020-10-02 13:54:57+00:00,Santa Cruz,Cashero,0.0,,False,house,683819.38
Cadushi Largo z/n,3.0,3.0,0.0,sale,2020-10-02 13:54:57+00:00,Santa Cruz,Cashero,0.0,freehold,False,house,1154550.0
Palma Real 26,2.0,2.0,0.0,sale,2020-10-02 13:54:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,384850.0
Caya Dr. J.E.M. (Loy) Arends z/n,2.5,2.0,0.0,sale,2020-10-02 13:54:57+00:00,Oranjestad West,Eagle/Paardenbaai,0.0,,True,house,572800.0
L.G Smith Boulevard 494,8.0,7.0,781.0,sale,2020-10-02 13:54:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1542.0,leasehold,True,house,4206500.0
J.E. Irausquin Boulevard 238,5.0,6.0,423.0,sale,2020-10-02 13:54:50+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,423.0,,True,condominium,3571050.0
L.G Smith Boulevard 462,5.0,5.0,614.0,sale,2020-10-02 13:54:46+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1590.0,,True,house,5361050.0
L.G Smith Boulevard 113,5.0,4.0,536.0,sale,2020-10-02 13:54:43+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1170.0,,True,house,4385500.0
J.E. Irausquin Boulevard 238,0.0,4.0,0.0,sale,2020-10-02 13:54:43+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,,4117000.0
J.E. Irausquin Boulevard 268,3.0,3.0,172.0,,2020-10-02 13:54:37+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,,1933200.0
L.G Smith Boulevard 60,2.0,2.0,135.0,sale,2020-10-02 13:54:37+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,135.0,,False,condominium,895000.0
J.E. Irausquin Boulevard 242,2.0,2.0,0.0,sale,2020-10-02 01:05:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,145.0,,True,,1163482.1
Tanki Leendert ,2.0,3.0,0.0,rent,2020-09-30 20:07:48+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,house,3580.0
Fortheuvelstraat 50,3.0,3.0,253.0,,2020-09-30 19:09:44+00:00,San Nicolas Zuid,Lago/Esso Heights,895.0,,False,,226263.16
Pos Chikito 98 A,2.0,3.0,0.0,sale,2020-09-30 17:09:58+00:00,Savaneta,Pos Chikito,0.0,,False,,276544.26
Tanki Leendert ,3.0,3.0,0.0,,2020-09-30 03:07:44+00:00,Noord/Tanki Leendert,Tanki Leendert,315.0,,False,,375900.0
Sabana Blanco ,3.0,5.0,0.0,sale,2020-09-29 23:07:25+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,810.0,leasehold,False,house,332428.06
Apelsinastraat 15,2.0,3.0,0.0,sale,2020-09-29 17:06:05+00:00,Oranjestad Oost,Tarabana,292.0,,False,house,452512.0
Saliña Cerca 39  e,2.0,3.0,100.0,,2020-09-28 19:05:44+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,306.0,,False,,356210.0
Cocorobana 2,2.0,3.0,268.0,,2020-09-28 19:05:43+00:00,Oranjestad West,Ponton,772.0,freehold,False,,593313.4
Sabana Liber 269,2.0,4.0,171.0,,2020-09-28 19:05:38+00:00,Noord/Tanki Leendert,Alto Vista,537.0,freehold,False,,624710.0
Washington 82,1.0,1.0,100.0,,2020-09-28 19:05:37+00:00,Noord/Tanki Leendert,Washington,944.0,,False,,420650.0
Boroncana 213,2.0,3.0,147.0,sale,2020-09-28 18:05:33+00:00,Noord/Tanki Leendert,Alto Vista,644.0,freehold,False,house,660510.0
Sero Blanco ,3.0,5.0,0.0,,2020-09-28 13:07:17+00:00,Oranjestad Oost,Sero Blanco/Cumana,810.0,leasehold,False,,332428.06
Sabania Abou 8 J,2.0,3.0,247.0,sale,2020-09-25 12:05:20+00:00,Santa Cruz,Cashero,1545.0,freehold,False,,321842.0
Sero Blanco ,2.0,3.0,104.0,,2020-09-25 12:05:20+00:00,Oranjestad Oost,Sero Blanco/Cumana,400.0,freehold,False,,390220.0
Diamante ,4.0,4.0,0.0,sale,2020-09-25 02:06:17+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,369.0,,True,condominium,499410.0
Boroncana 237,2.0,2.0,110.0,sale,2020-09-24 21:05:50+00:00,Noord/Tanki Leendert,Alto Vista,341.0,freehold,False,house,456450.0
Bubali 86 D,2.0,2.0,0.0,sale,2020-09-23 15:06:22+00:00,Noord/Tanki Leendert,Washington,1074.0,leasehold,True,house,1206818.0
Noord 11 B,4.0,4.0,184.0,sale,2020-09-23 03:06:19+00:00,Noord/Tanki Leendert,Washington,630.0,leasehold,False,house,457524.0
Simon Platsstraat 15,2.0,4.0,213.0,sale,2020-09-22 13:09:44+00:00,Savaneta,Cura Cabai,337.0,freehold,False,,301684.81
Panamastraat 4,8.0,9.0,329.0,sale,2020-09-19 18:08:20+00:00,Oranjestad West,Socotoro/Rancho,487.0,freehold,False,,573202.75
Sabana Liber 37 B,2.0,4.0,350.0,sale,2020-09-18 17:07:35+00:00,Noord/Tanki Leendert,Alto Vista,1000.0,,True,,617550.0
Koolbaaibergstraat 11,1.0,3.0,0.0,sale,2020-09-18 17:07:33+00:00,San Nicolas Zuid,Lago/Esso Heights,725.0,,False,,349050.0
Alto Vista 26 B,2.0,3.0,104.0,sale,2020-09-18 16:08:06+00:00,Noord/Tanki Leendert,Alto Vista,385.0,,False,house,452528.11
Pos Chikito 94-a,2.0,2.0,111.0,,2020-09-17 18:11:59+00:00,Savaneta,Pos Chikito,572.0,leasehold,False,,350840.0
Sero Blanco 60 H,3.0,3.0,233.0,sale,2020-09-17 15:13:23+00:00,Oranjestad Oost,Sero Blanco/Cumana,851.0,,False,,980477.87
Pos Chikito 94-a,2.0,2.0,111.0,,2020-09-17 04:11:18+00:00,Savaneta,Pos Chikito,572.0,leasehold,False,,350840.0
San Fuego ,0.0,0.0,0.0,sale,2020-09-16 21:09:54+00:00,Santa Cruz,Urataca,965.0,freehold,False,land,197411.94
Saliña Cerca ,2.0,4.0,160.0,,2020-09-16 21:08:49+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,926.0,,True,,581750.0
San Fuego 48 B,0.0,0.0,0.0,sale,2020-09-16 21:08:26+00:00,Santa Cruz,Urataca,940.0,freehold,False,land,170150.24
Diamante 56,2.0,2.0,116.0,rent,2020-09-16 15:12:46+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,70.0,,False,,3490.5
Santa Cruz ,0.0,0.0,0.0,,2020-09-16 15:07:43+00:00,Santa Cruz,Papilon,0.0,freehold,False,,146064008346514.28
Wayaca 272,2.0,3.0,218.0,sale,2020-09-16 01:12:02+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,633.0,freehold,True,,688847.49
Coribori 8 C,3.0,4.0,232.0,sale,2020-09-15 14:16:10+00:00,Paradera,Ayo,840.0,,False,,1106180.62
Picaron 8 C,2.0,3.0,0.0,sale,2020-09-15 02:07:59+00:00,Santa Cruz,Urataca,154.0,freehold,False,,313250.0
Sero Janchi 25 B,7.0,8.0,0.0,sale,2020-09-15 01:11:52+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,6637.0,,False,,1521500.0
Washington 41 N,2.0,3.0,147.0,sale,2020-09-13 23:09:04+00:00,Noord/Tanki Leendert,Washington,488.0,,True,,1000610.0
Westpunt 15-h,2.0,2.0,228.0,,2020-09-11 15:11:53+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,776.0,freehold,False,,599650.0
Verano 8,0.0,0.0,267.0,sale,2020-09-09 16:10:12+00:00,Santa Cruz,Hooiberg,570.0,leasehold,False,house,457556.22000000003
De La Sallestraat 14,3.0,4.0,439.0,sale,2020-09-07 18:11:28+00:00,Oranjestad West,Companashi/Solito,1005.0,,False,,558118.42
Pos Chikito ,2.0,3.0,90.0,sale,2020-09-06 15:09:29+00:00,Savaneta,Pos Chikito,416.0,leasehold,False,house,285888.06
Sabana Blanco 68,4.0,5.0,615.0,sale,2020-09-05 16:11:23+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,973.0,,True,,1781050.0
Sero Blanco 39 C,2.0,3.0,0.0,sale,2020-09-05 16:08:09+00:00,Oranjestad Oost,Sero Blanco/Cumana,613.0,freehold,False,house,554005.0
Saliña 30 J,2.0,2.0,120.0,sale,2020-09-04 17:13:11+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,719.0,,True,house,635450.0
Saliña 30 J,4.0,6.0,308.0,sale,2020-09-04 15:12:21+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,1188.0,,True,house,778650.0
Savaneta 349 G,0.0,4.0,499.0,sale,2020-09-02 17:08:45+00:00,Savaneta,Jara/Sero Alejandro,2318.0,freehold,False,house,456450.0
Wilhelminastraat 102,0.0,0.0,0.0,sale,2020-09-01 19:11:44+00:00,Oranjestad Oost,Nassaustraat,1585.0,freehold,False,house,1810110.6500000001
Matadera 16 F,6.0,12.0,0.0,sale,2020-09-01 17:08:09+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,3569.0,,True,house,1430210.0
Savaneta 326,2.0,3.0,260.0,sale,2020-08-31 19:11:57+00:00,Savaneta,Jara/Sero Alejandro,721.0,freehold,False,,377106.46
Savaneta 196,4.0,4.0,258.0,sale,2020-08-31 19:11:55+00:00,Savaneta,Jara/Sero Alejandro,750.0,leasehold,True,house,1423050.0
Ponton 90 E,3.0,3.0,157.0,sale,2020-08-31 18:11:45+00:00,Oranjestad West,Ponton,363.0,freehold,False,house,340100.0
Noord 100 D,2.0,2.0,0.0,sale,2020-08-31 04:09:56+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,268500.0
Keito 20 B,7.0,7.0,0.0,sale,2020-08-27 19:11:50+00:00,Noord/Tanki Leendert,Washington,904.0,,False,house,698903.71
Tarabanaweg 5,1.0,2.0,203.0,sale,2020-08-27 19:09:24+00:00,Oranjestad Oost,Dakota/Potrero,503.0,leasehold,False,house,278216.12
Felicidad 6,4.0,5.0,150.0,,2020-08-27 19:07:33+00:00,Noord/Tanki Leendert,Tanki Leendert,533.0,,False,,447500.0
Tarabanaweg 5,1.0,2.0,203.0,sale,2020-08-26 14:08:07+00:00,Oranjestad Oost,Dakota/Potrero,503.0,leasehold,False,house,239337.32
Savaneta 349-g,3.0,4.0,499.0,,2020-08-25 13:08:26+00:00,Savaneta,Jara/Sero Alejandro,2318.0,freehold,False,,456450.0
Rooi Kochi 10 G,1.5,4.0,208.0,sale,2020-08-24 15:07:42+00:00,Savaneta,Cura Cabai,986.0,freehold,False,house,572800.0
Sabana Grandi ,3.0,4.0,165.0,sale,2020-08-22 20:09:10+00:00,Santa Cruz,Balashi/Barcadera,546.0,leasehold,False,house,383570.15
Boylestraat 6,2.0,5.0,0.0,sale,2020-08-22 10:10:14+00:00,Oranjestad West,Companashi/Solito,220.0,freehold,False,house,170050.0
Kamay 75,2.0,4.0,258.0,,2020-08-20 19:07:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1209.0,,True,,714210.0
Washington 49  z,2.0,4.0,200.0,,2020-08-20 19:07:15+00:00,Noord/Tanki Leendert,Washington,398.0,freehold,False,,624710.0
Rooi Santo 136,2.0,3.0,120.0,,2020-08-20 19:07:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,657.0,freehold,True,,714210.0
Noord 41  a,4.0,7.0,281.0,,2020-08-20 19:07:14+00:00,Noord/Tanki Leendert,Washington,620.0,,False,,602363.64
Caya Juancho Kock 37,2.0,3.0,210.0,,2020-08-20 19:07:14+00:00,Oranjestad Oost,Dakota/Potrero,500.0,,False,,296656.7
San Barbola 292,2.0,3.0,115.0,,2020-08-20 19:07:14+00:00,Oranjestad Oost,Sero Blanco/Cumana,588.0,freehold,False,,401241.03
Wayaca 472,2.0,3.0,256.0,,2020-08-20 19:07:14+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,644.0,freehold,False,,477666.87
Sero Pita 34  g,2.0,4.0,251.0,,2020-08-20 19:07:14+00:00,Paradera,Ayo,636.0,,False,,760750.0
Ponton 88  k,3.0,4.0,160.8,,2020-08-20 19:07:14+00:00,Oranjestad West,Ponton,360.0,,False,,350961.72000000003
Modanza 130,2.0,3.0,172.0,,2020-08-20 19:07:13+00:00,Paradera,Shiribana,426.0,freehold,False,,653147.73
Sero Pela 138,2.0,3.0,195.0,,2020-08-20 19:07:13+00:00,Noord/Tanki Leendert,Alto Vista,750.0,,False,,803710.0
Sero Blanco 632,3.0,4.0,85.0,,2020-08-20 19:07:13+00:00,Oranjestad Oost,Sero Blanco/Cumana,251.0,freehold,False,,417331.34
Sero Patrishi 357,1.0,2.0,100.0,,2020-08-20 19:07:13+00:00,Paradera,Shiribana,183.0,,False,,150841.51
Wayaca 49,3.0,4.0,177.0,,2020-08-20 19:07:12+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,772.0,,False,,420650.0
Siribana 20  n,2.0,3.0,137.0,,2020-08-20 19:07:12+00:00,Santa Cruz,Cashero,965.0,freehold,False,,517310.0
Montana 28  k,3.0,4.0,179.0,,2020-08-20 19:07:12+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,630.0,,False,,652646.53
Hooiberg ,2.0,3.0,104.0,,2020-08-20 19:07:12+00:00,Santa Cruz,Hooiberg,699.0,freehold,False,,371072.37
Washington ,2.0,3.0,190.0,,2020-08-20 19:07:12+00:00,Noord/Tanki Leendert,Washington,483.0,freehold,True,,714210.0
Matadera 5  j,4.0,5.0,165.1,,2020-08-20 19:07:12+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,623.0,freehold,False,,702925.84
Hooiberg ,2.0,3.0,121.0,,2020-08-20 19:07:12+00:00,Santa Cruz,Hooiberg,570.0,freehold,False,,330847.49
Washington ,3.0,2.0,170.0,,2020-08-20 19:07:11+00:00,Noord/Tanki Leendert,Washington,591.0,freehold,True,,767910.0
Tanki Leendert 35  i,4.0,5.0,160.0,,2020-08-20 19:07:11+00:00,Noord/Tanki Leendert,Tanki Leendert,383.0,,False,,417331.34
Bakval 6 E,0.0,0.0,195.0,sale,2020-08-20 00:09:05+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,562.0,,True,,678410.0
Bubali 84  a,3.0,4.0,477.0,,2020-08-20 00:07:35+00:00,Noord/Tanki Leendert,Washington,959.0,,True,,1208250.0
Topaz 30,1.0,2.0,200.0,,2020-08-20 00:07:35+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,906.0,,False,,871730.0
Palm Beach 448,3.0,3.0,362.0,,2020-08-20 00:07:35+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,685.0,,False,,1161710.0
Esmeralda 118,3.0,5.0,286.2,,2020-08-20 00:07:35+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,907.0,,True,,850250.0
Sabana Liber Villa Park ,3.0,4.0,255.0,,2020-08-20 00:07:34+00:00,Noord/Tanki Leendert,Alto Vista,815.0,freehold,True,,1065050.0
Saliña Cerca 25  d,4.0,4.0,361.0,,2020-08-20 00:07:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,902.0,,False,,1396200.0
Rooi Santo 138,2.0,3.0,126.0,,2020-08-20 00:07:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,727.0,freehold,False,,946910.0
Montaña ,3.0,5.0,284.0,,2020-08-20 00:07:34+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,770.0,,True,,1005613.05
Rooi Santo 2  c,2.0,3.0,150.0,,2020-08-20 00:07:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1131.0,,True,,984500.0
Koyari 23,3.0,4.0,483.0,,2020-08-20 00:07:34+00:00,Noord/Tanki Leendert,Washington,1595.0,,True,,3311500.0
Sabana Blanco 68,4.0,4.0,260.0,sale,2020-08-18 17:11:42+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,833.0,,False,,886050.0
Sabana Basora 171,3.0,4.0,199.0,sale,2020-08-18 05:12:56+00:00,Savaneta,Pos Chikito,399.0,leasehold,False,,402750.0
Sero Blanco ,1.0,3.0,99.0,sale,2020-08-17 21:09:12+00:00,Oranjestad Oost,Sero Blanco/Cumana,387.0,freehold,False,house,286400.0
